<<<<<<< HEAD
name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,1st_serve_effect
Stefanos Tsitsipas,Greece,GRE,Maximilian Marterer,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-2 7-6(4),TRUE,1.37
Fabio Fognini,Italy,ITA,Marton Fucsovics,Hungary,HUN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-4 7-6(3) 2-6 6-3,TRUE,1.37
Nikoloz Basilashvili,Georgia,GEO,James Ward,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,2-6 4-6 6-4 6-4 8-6,TRUE,1.37
Frances Tiafoe,United States,USA,Andreas Seppi,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-7(3) 6-3 4-6 6-4 6-3,TRUE,1.37
Laslo Djere,Serbia,SRB,Albert Ramos,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(2),TRUE,1.37
Cameron Norrie,United Kingdom,GBR,Dusan Lajovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 2-6 6-4 6-4,FALSE,1.37
Daniil Medvedev,Russian Federation,RUS,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,4-6 6-2 3-6 6-3 7-5,FALSE,1.37
Nikoloz Basilashvili,Georgia,GEO,Aljaz Bedene,Slovenia,SLO,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-2 2-6 6-4,TRUE,1.37
Frances Tiafoe,United States,USA,Adrian Mannarino,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-1 6-4 4-6 6-4,TRUE,1.37
Karen Khachanov,Russian Federation,RUS,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-5 6-3 3-6 6-3,TRUE,1.36
Matteo Berrettini,Italy,ITA,Pablo Andujar,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(3) 6-4 6-4 6-2,TRUE,1.36
Roberto Bautista Agut,Spain,ESP,Steve Darcis,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 4-2 RET,TRUE,1.36
Albert Ramos,Spain,ESP,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(2),FALSE,1.36
Andreas Seppi,Italy,ITA,Nicolas Jarry,Chile,CHI,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-7(8) 6-1 6-2,TRUE,1.36
Alex De Minaur,Australia,AUS,Frances Tiafoe,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-4 6-0 5-7 6-2,TRUE,1.36
David Goffin,Belgium,BEL,Christian Garin,Chile,CHI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-0 6-2 6-2,TRUE,1.36
Christian Garin,Chile,CHI,David Goffin,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-0 6-2 6-2,FALSE,1.36
Kamil Majchrzak,Poland,POL,Fernando Verdasco,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,FALSE,1.36
Kei Nishikori,Japan,JPN,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,6-1 4-1 RET,FALSE,1.36
Ugo Humbert,France,FRA,Marcel Granollers,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 7-6(3) 7-5,TRUE,1.36
Bradley Klahn,United States,USA,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 6-3 6-4,FALSE,1.36
Felix Auger Aliassime,Canada,CAN,Vasek Pospisil,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,5-7 6-2 6-4 6-3,TRUE,1.35
Frances Tiafoe,United States,USA,Grigor Dimitrov,Bulgaria,BUL,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,7-5 7-6(6) 6-7(1) 7-5,TRUE,1.35
Fernando Verdasco,Spain,ESP,Miomir Kecmanovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(5) 6-3 6-3,TRUE,1.35
Kei Nishikori,Japan,JPN,Marin Cilic,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,QF,2-6 6-4 7-6(5) 4-6 6-4,TRUE,1.35
Jeremy Chardy,France,FRA,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-4 6-3,FALSE,1.35
Adrian Mannarino,France,FRA,Stefano Travaglia,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(5) 6-3 3-6 6-2 6-2,TRUE,1.35
Andrey Rublev,Russian Federation,RUS,Mackenzie Mcdonald,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 2-6 6-4,FALSE,1.35
Yannick Hanfmann,Germany,GER,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-1 6-3,FALSE,1.35
Nikoloz Basilashvili,Georgia,GEO,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-1 6-3,FALSE,1.35
Alex De Minaur,Australia,AUS,Marco Cecchinato,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-4 7-6(5),TRUE,1.35
Yasutaka Uchiyama,Japan,JPN,Tennys Sandgren,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-2 6-4 6-3,FALSE,1.35
Diego Sebastian Schwartzman,Argentina,ARG,Matthew Ebden,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-3 6-2,TRUE,1.35
Benoit Paire,France,FRA,Pablo Carreno Busta,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-2 4-6 7-6(1) RET,TRUE,1.35
Reilly Opelka,United States,USA,Cedrik Marcel Stebe,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-6(4) 6-1,TRUE,1.35
Dominic Thiem,Austria,AUT,Benoit Paire,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 5-7 1-6 6-3,TRUE,1.34
Robin Haase,Netherlands,NED,David Goffin,Belgium,BEL,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-7(1) 6-3 6-2,FALSE,1.34
Borna Coric,Croatia,CRO,Aljaz Bedene,Slovenia,SLO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(4) 6-4 6-4,TRUE,1.34
Rafael Nadal,Spain,ESP,Yuichi Sugita,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-1 6-3,TRUE,1.34
Kei Nishikori,Japan,JPN,Jo Wilfried Tsonga,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-4 6-4 6-4,TRUE,1.34
Rafael Nadal,Spain,ESP,Yannick Hanfmann,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-1 6-3,TRUE,1.34
Andreas Seppi,Italy,ITA,Fabio Fognini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-0 3-6 6-3,FALSE,1.34
Tim Smyczek,United States,USA,Jan Lennard Struff,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(2) 6-4 6-3,FALSE,1.34
David Goffin,Belgium,BEL,Miomir Kecmanovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-4 6-3,TRUE,1.34
Roger Federer,Switzerland,SUI,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,7-6(4) 4-6 7-6(5) 6-4,TRUE,1.33
Jason Kubler,Australia,AUS,Roberto Bautista Agut,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-3 6-4,TRUE,1.33
Henri Laaksonen,Switzerland,SUI,Mirza Basic,Bosnia and Herzegovina,BIH,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(4) 4-6 6-3,TRUE,1.33
Gael Monfils,France,FRA,Damir Dzumhur,Bosnia and Herzegovina,BIH,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-0 6-4 6-0,TRUE,1.33
Juan Martin Del Potro,Argentina,ARG,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,F,6-3 7-6(4) 6-3,FALSE,1.33
Pierre Hugues Herbert,France,FRA,Benoit Paire,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-2 5-7 6-7(6) 11-9,FALSE,1.33
Janko Tipsarevic,Serbia,SRB,Grigor Dimitrov,Bulgaria,BUL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-0 3-6 6-7(4) 6-4,FALSE,1.33
Tennys Sandgren,United States,USA,Sam Querrey,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-4 6-7(9) 7-6(3) 7-6(5),FALSE,1.33
Bernard Tomic,Australia,AUS,Marin Cilic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-4 7-6(3),FALSE,1.33
Philipp Kohlschreiber,Germany,GER,Robin Haase,Netherlands,NED,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-4 6-7(5) 6-1,TRUE,1.33
Novak Djokovic,Serbia,SRB,Marton Fucsovics,Hungary,HUN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-6 6-4 6-0,TRUE,1.33
Daniel Evans,United Kingdom,GBR,Tatsuma Ito,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-5 6-1 7-6(8),TRUE,1.33
Philipp Kohlschreiber,Germany,GER,Joao Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-5 4-6 7-6(4) 5-7 6-4,FALSE,1.33
Bjorn Fratangelo,United States,USA,Gilles Simon,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 6-4 6-2,FALSE,1.33
Nick Kyrgios,Australia,AUS,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 3-6 7-6(5) 7-6(3),FALSE,1.33
Hubert Hurkacz,Poland,POL,Leonardo Mayer,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(4) 6-1 7-6(7) 6-3,TRUE,1.33
Miomir Kecmanovic,Serbia,SRB,David Goffin,Belgium,BEL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-4 6-3,FALSE,1.33
Guido Pella,Argentina,ARG,Milos Raonic,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,3-6 4-6 6-3 7-6(3) 8-6,TRUE,1.33
Nikoloz Basilashvili,Georgia,GEO,Guido Pella,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 6-4 1-6 7-6(4),TRUE,1.33
Alexander Zverev,Germany,GER,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,FALSE,1.33
Stefanos Tsitsipas,Greece,GRE,Tommy Robredo,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(1) 6-4,TRUE,1.33
Jan Lennard Struff,Germany,GER,Borna Coric,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,4-6 6-1 4-6 7-6(1) 11-9,TRUE,1.33
Andreas Seppi,Italy,ITA,Steve Johnson,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 4-6 6-4 6-3,TRUE,1.32
John Millman,Australia,AUS,Laslo Djere,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-1,TRUE,1.32
Borna Coric,Croatia,CRO,Marton Fucsovics,Hungary,HUN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-3 6-4,TRUE,1.32
Nicolas Jarry,Chile,CHI,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-2 6-1 6-4,FALSE,1.32
Jaume Munar,Spain,ESP,Fabio Fognini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(3) 7-6(7) 3-1 RET,FALSE,1.32
Roberto Bautista Agut,Spain,ESP,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-5 4-6 6-4 7-6(2),FALSE,1.32
Stefanos Tsitsipas,Greece,GRE,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-4 6-7(8) 6-3,FALSE,1.32
Thiago Monteiro,Brazil,BRA,Dusan Lajovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-4 6-4,FALSE,1.32
Denis Istomin,Uzbekistan,UZB,Cameron Norrie,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-4 6-4,FALSE,1.32
Alexander Zverev,Germany,GER,Peter Polansky,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-1 6-2,TRUE,1.32
Hugo Dellien,"Bolivia, Plurinational State of",BOL,John Millman,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-3 6-4,FALSE,1.32
Thiago Monteiro,Brazil,BRA,Kei Nishikori,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 7-6(3) 6-4,FALSE,1.32
Rudolf Molleker,Germany,GER,Diego Sebastian Schwartzman,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-3 4-6 6-0,FALSE,1.32
Philipp Kohlschreiber,Germany,GER,Alexander Zverev,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,TRUE,1.32
Denis Kudla,United States,USA,Miomir Kecmanovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-7(9) 5-7 6-3 6-4,FALSE,1.32
Brayden Schnur,Canada,CAN,Marcos Baghdatis,Cyprus,CYP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-4 6-4,FALSE,1.32
Lucas Pouille,France,FRA,Martin Klizan,Slovakia,SVK,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,7-6(4) 2-6 6-3 3-6 9-7,FALSE,1.31
Juan Martin Del Potro,Argentina,ARG,Denis Kudla,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 6-1 7-6(4),TRUE,1.31
Marton Fucsovics,Hungary,HUN,Fabio Fognini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-4 7-6(3) 2-6 6-3,FALSE,1.31
Taylor Harry Fritz,United States,USA,Gael Monfils,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-7(8) 7-6(6) 7-6(5),TRUE,1.31
Mikhail Kukushkin,Kazakhstan,KAZ,John Isner,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(3) 4-6 6-1 6-4,TRUE,1.31
John Millman,Australia,AUS,Roberto Bautista Agut,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-1 3-6 6-7(6) 6-4,FALSE,1.31
Steve Johnson,United States,USA,Alex De Minaur,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,3-6 7-6(4) 6-3 3-6 6-3,TRUE,1.31
Laslo Djere,Serbia,SRB,Alexei Popyrin,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-6(4) 6-4,TRUE,1.31
Kei Nishikori,Japan,JPN,Thiago Monteiro,Brazil,BRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 7-6(3) 6-4,TRUE,1.31
Prajnesh Gunneswaran,India,IND,Hugo Dellien,"Bolivia, Plurinational State of",BOL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-3 6-1,FALSE,1.31
John Isner,United States,USA,Nicolas Jarry,Chile,CHI,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(7) 6-4 3-6 7-6(2) 6-4,TRUE,1.31
Philipp Kohlschreiber,Germany,GER,Yannick Hanfmann,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 5-7 6-4 6-4,TRUE,1.31
Pablo Andujar,Spain,ESP,Matteo Berrettini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(3) 6-4 6-4 6-2,FALSE,1.31
Ugo Humbert,France,FRA,Gael Monfils,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-7(8) 3-6 6-4 7-5 3-0 RET,TRUE,1.31
Daniil Medvedev,Russian Federation,RUS,Alexei Popyrin,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-1 6-4 6-4,TRUE,1.31
Roger Federer,Switzerland,SUI,Lucas Pouille,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-5 6-2 7-6(4),TRUE,1.31
Pablo Carreno Busta,Spain,ESP,Benoit Paire,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-2 4-6 7-6(1) RET,FALSE,1.31
Elliot Benchetrit,France,FRA,Dusan Lajovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-3 6-4,FALSE,1.31
Joao Sousa,Portugal,POR,Marin Cilic,Croatia,CRO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-4 6-4,TRUE,1.31
James Ward,United Kingdom,GBR,Nikoloz Basilashvili,Georgia,GEO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,2-6 4-6 6-4 6-4 8-6,FALSE,1.31
Novak Djokovic,Serbia,SRB,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,SF,6-2 3-6 7-5 5-7 7-5,FALSE,1.31
Kei Nishikori,Japan,JPN,Kamil Majchrzak,Poland,POL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-7(6) 6-0 6-2 3-0 RET,TRUE,1.31
Leonardo Mayer,Argentina,ARG,Roger Federer,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,FALSE,1.31
Stefano Travaglia,Italy,ITA,Nikoloz Basilashvili,Georgia,GEO,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,3-6 6-3 3-6 6-4 6-3,FALSE,1.31
Federico Gaio,Italy,ITA,David Goffin,Belgium,BEL,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-4 7-6(5),FALSE,1.31
Tennys Sandgren,United States,USA,Yasutaka Uchiyama,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-2 6-4 6-3,TRUE,1.3
Alex De Minaur,Australia,AUS,Steve Johnson,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,3-6 7-6(4) 6-3 3-6 6-3,FALSE,1.3
Benoit Paire,France,FRA,Jiri Vesely,Czech Republic,CZE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,5-7 7-6(5) 6-3 7-6(2),TRUE,1.3
Alexander Zverev,Germany,GER,Fabio Fognini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,3-6 6-2 6-2 7-6(5),TRUE,1.3
Roger Federer,Switzerland,SUI,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(11) 7-6(3) 7-5 7-6(5),FALSE,1.3
Jordan Thompson,Australia,AUS,Alejandro Davidovich Fokina,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),TRUE,1.3
Jack Sock,United States,USA,Alex Bolt,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-2 6-2,FALSE,1.3
Salvatore Caruso,Italy,ITA,Novak Djokovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-3 6-2,FALSE,1.3
Andrea Arnaboldi,Italy,ITA,Ivo Karlovic,Croatia,CRO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 7-6(4),FALSE,1.3
John Isner,United States,USA,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(3) 4-6 6-1 6-4,FALSE,1.3
Pierre Hugues Herbert,France,FRA,Nick Kyrgios,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 7-6(6) 6-3 6-0,FALSE,1.3
Laslo Djere,Serbia,SRB,Kei Nishikori,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-7(6) 6-3 4-6 8-6,FALSE,1.3
Roger Federer,Switzerland,SUI,Jay Clarke,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-1 7-6(3) 6-2,TRUE,1.3
Reilly Opelka,United States,USA,John Isner,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(6) 6-7(4) 7-6(5),TRUE,1.3
Benoit Paire,France,FRA,Pierre Hugues Herbert,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-2 5-7 6-7(6) 11-9,TRUE,1.3
Gael Monfils,France,FRA,Taylor Harry Fritz,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-7(8) 7-6(6) 7-6(5),FALSE,1.29
Daniel Evans,United Kingdom,GBR,Joao Sousa,Portugal,POR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,4-6 6-4 7-5 4-6 6-4,FALSE,1.29
Jo Wilfried Tsonga,France,FRA,Peter Gojowczyk,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 6-1 4-6 6-3,TRUE,1.29
Roger Federer,Switzerland,SUI,Daniel Evans,United Kingdom,GBR,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(5) 7-6(3) 6-3,TRUE,1.29
Hubert Hurkacz,Poland,POL,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-5 6-7(5) 6-1 6-4,FALSE,1.29
Jay Clarke,United Kingdom,GBR,Noah Rubin,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 7-5 6-4 6-4,TRUE,1.29
Stan Wawrinka,Switzerland,SUI,Reilly Opelka,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-5 3-6 4-6 6-4 8-6,FALSE,1.29
Joao Sousa,Portugal,POR,Lucas Pouille,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-6(5) 4-6 7-6(4) 7-6(5),TRUE,1.29
Diego Sebastian Schwartzman,Argentina,ARG,Rudolf Molleker,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-3 4-6 6-0,TRUE,1.29
Benoit Paire,France,FRA,Roger Federer,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-4 6-4,FALSE,1.29
Nikoloz Basilashvili,Georgia,GEO,Jack Sock,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 6-2 7-6(3),TRUE,1.29
Stefanos Tsitsipas,Greece,GRE,Matteo Berrettini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(3) 6-4 6-3 7-6(4),TRUE,1.29
Zhe Li,China,CHN,Philipp Kohlschreiber,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,FALSE,1.29
Filip Krajinovic,Serbia,SRB,Roberto Carballes Baena,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 6-4 6-7(1) 3-6 8-6,TRUE,1.29
Pablo Carreno Busta,Spain,ESP,Joao Sousa,Portugal,POR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-1 6-2,TRUE,1.29
Frances Tiafoe,United States,USA,Filip Krajinovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 4-6 6-3 3-6 6-0,FALSE,1.29
Leonardo Mayer,Argentina,ARG,Nicolas Jarry,Chile,CHI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,TRUE,1.29
Noah Rubin,United States,USA,Mikhail Kukushkin,Kazakhstan,KAZ,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-1 4-6 7-6(3),FALSE,1.29
Grigor Dimitrov,Bulgaria,BUL,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 7-6(4) 7-6(8),FALSE,1.29
Roger Federer,Switzerland,SUI,Matteo Berrettini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-1 6-2 6-2,TRUE,1.29
Ugo Humbert,France,FRA,Felix Auger Aliassime,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-4 7-5 6-3,TRUE,1.29
Feliciano Lopez,Spain,ESP,Ivo Karlovic,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 7-5 6-7(7) 7-5,FALSE,1.29
Philipp Kohlschreiber,Germany,GER,Zhe Li,China,CHN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,TRUE,1.29
Dominic Thiem,Austria,AUT,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,QF,0-6 6-4 7-5 6-7(4) 7-6(5),FALSE,1.29
Philipp Kohlschreiber,Germany,GER,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-5 6-3,FALSE,1.28
Matthew Ebden,Australia,AUS,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(1) 6-3 6-2 6-0,FALSE,1.28
Mackenzie Mcdonald,United States,USA,Robin Haase,Netherlands,NED,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 4-6 6-3 6-1 6-3,FALSE,1.28
Thanasi Kokkinakis,Australia,AUS,Taro Daniel,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,5-7 4-2 RET,FALSE,1.28
Peter Gojowczyk,Germany,GER,Karen Khachanov,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,FALSE,1.28
Stan Wawrinka,Switzerland,SUI,Grigor Dimitrov,Bulgaria,BUL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 7-6(4) 7-6(8),TRUE,1.28
